time,event_name,gender,product_id,category_id,category_name,brand,price,user_id,session,category_1,category_2,category_3,Label,results
2022-12-20 00:23:12+09,view,Female,5774248,i7qltp3q,furniture.living_room.cabinet,Not defined,79.35,172.217.10.142-10.42.0.151-443-51089-6,1b26dc1e-5669-4224-a7c2-151312421688,furniture,living_room,cabinet,0,0
2022-12-20 00:23:21+09,remove_from_cart,Female,5774248,l76lspvx,furniture.living_room.cabinet,Not defined,79.35,10.42.0.1-10.42.0.42-53-32502-17,0806b12a-1ae4-4239-8044-d1535f734a0e,furniture,living_room,cabinet,0,0
2022-12-20 00:24:14+09,view,Male,5713295,gqvhmaqm,appliances.personal.hair_cutter,Not defined,46.02,10.42.0.151-72.21.207.79-37093-443-6,607fc3c3-3895-4f29-804d-ad35fe6e43e7,appliances,personal,hair_cutter,1,1
2022-12-20 00:23:50+09,view,Female,5884577,cpjhki0q,appliances.environment.vacuum,max,47.46,180.149.153.234-10.42.0.211-80-39652-6,8b98f744-9cde-4dbd-a50d-11d3a5efd066,appliances,environment,vacuum,0,0
2022-12-20 00:24:10+09,view,Female,5861760,izn315hb,appliances.environment.vacuum,emil,71.43,172.217.12.170-10.42.0.42-443-35064-6,d5a1e9da-dc8a-44aa-9159-02c59651f87e,appliances,environment,vacuum,0,0
2022-12-20 00:24:22+09,view,Male,5856191,4xcp7vqy,appliances.environment.vacuum,runail,24.44,10.42.0.151-72.21.206.121-38985-443-6,26e47a89-1644-425d-843f-9566eb452a9a,appliances,environment,vacuum,1,1
2022-12-20 00:24:46+09,view,Male,5855507,7y2lvd25,appliances.environment.vacuum,max,79.21,10.42.0.211-121.41.62.82-44183-1088-6,8b98f744-9cde-4dbd-a50d-11d3a5efd066,appliances,environment,vacuum,1,1
2022-12-20 00:26:54+09,view,Male,5713295,nol4ug68,appliances.personal.hair_cutter,Not defined,46.02,10.42.0.42-119.146.74.49-60365-443-6,4ed2fd5e-55d9-4c44-b49b-bd58e947ae6e,appliances,personal,hair_cutter,1,1
2022-12-20 00:38:20+09,view,Female,89343,o9fvzwj5,furniture.living_room.cabinet,Not defined,299.81,180.149.136.194-10.42.0.42-80-33243-6,d7f75f6c-4593-48dc-9800-510a088adcec,furniture,living_room,cabinet,0,0
2022-12-20 00:44:29+09,view,Male,5713292,x64cwmqf,appliances.personal.hair_cutter,Not defined,52.86,10.42.0.42-121.12.98.63-52336-80-6,9c69dbc4-6e6d-4330-b014-302123c39bd9,appliances,personal,hair_cutter,1,1
2022-12-20 00:45:45+09,view,Male,5713292,5m9w7vtw,appliances.personal.hair_cutter,Not defined,52.86,10.42.0.211-10.42.0.1-14888-53-17,9c69dbc4-6e6d-4330-b014-302123c39bd9,appliances,personal,hair_cutter,1,1
2022-12-20 00:46:02+09,view,Female,5856191,99umkd7h,appliances.environment.vacuum,runail,24.44,10.42.0.211-23.21.95.195-33200-443-6,14c0f13a-f4ab-4554-b4b0-613b20bbd751,appliances,environment,vacuum,0,0
2022-12-20 00:47:51+09,view,Male,5713294,73b58lcm,appliances.personal.hair_cutter,Not defined,57.14,180.149.153.216-10.42.0.151-80-47581-6,5a671e79-8ddc-6e34-0693-9e518b20fae1,appliances,personal,hair_cutter,1,1
2022-12-20 00:48:19+09,view,Male,5774248,9a27s0zn,furniture.living_room.cabinet,Not defined,79.35,172.217.10.106-10.42.0.211-443-35491-6,03fd8dce-00e1-4209-a260-26cd32392b41,furniture,living_room,cabinet,1,1
2022-12-20 00:48:23+09,view,Male,5713295,el1vyyj9,appliances.personal.hair_cutter,Not defined,46.02,172.217.12.138-10.42.0.211-443-39971-6,5a671e79-8ddc-6e34-0693-9e518b20fae1,appliances,personal,hair_cutter,1,1
2022-12-20 00:48:55+09,view,Male,5856191,hncf2qe8,appliances.environment.vacuum,runail,24.44,239.255.255.250-10.42.0.1-1900-35870-17,daaeb384-3b96-421b-8751-33f47f4d45ab,appliances,environment,vacuum,1,1
2022-12-20 00:49:25+09,view,Male,5856193,xpwluph5,furniture.living_room.cabinet,runail,82.54,10.42.0.151-121.29.54.163-36790-80-6,03fd8dce-00e1-4209-a260-26cd32392b41,furniture,living_room,cabinet,1,1
2022-12-20 00:49:33+09,view,Male,5824088,r5niszuj,appliances.environment.vacuum,polarus,70.63,10.42.0.211-10.42.0.1-49863-53-17,727302ca-f6ad-4112-8f52-b276c6dcc6d9,appliances,environment,vacuum,1,1
2022-12-20 00:49:41+09,view,Female,5713296,nugginc9,appliances.personal.hair_cutter,Not defined,55.56,10.42.0.211-54.192.38.65-38000-443-6,5a671e79-8ddc-6e34-0693-9e518b20fae1,appliances,personal,hair_cutter,0,0
2022-12-20 00:52:51+09,view,Male,5885592,w5q1mq02,appliances.environment.vacuum,polarus,59.52,172.217.12.131-10.42.0.211-443-40617-6,727302ca-f6ad-4112-8f52-b276c6dcc6d9,appliances,environment,vacuum,1,1
2022-12-20 00:53:21+09,view,Female,5861761,e5iitjwy,appliances.environment.vacuum,emil,48.41,10.42.0.211-106.11.95.7-60629-443-6,01288088-ed9a-4814-9874-6edb5d5d7d4f,appliances,environment,vacuum,0,0
2022-12-20 00:58:18+09,view,Female,5856193,m38nvnmt,furniture.living_room.cabinet,runail,82.54,182.22.24.124-10.42.0.211-443-53475-6,0d64b62f-e47c-462b-bf77-1984d1e41b61,furniture,living_room,cabinet,0,0
2022-12-20 01:07:02+09,view,Male,5861761,wgwzjrcs,appliances.environment.vacuum,emil,48.41,172.217.11.14-10.42.0.151-443-50392-6,79bbcb31-2f3a-4f7c-a921-6b8b1ee87907,appliances,environment,vacuum,1,1
2022-12-20 01:11:21+09,cart,Male,5877461,onuvnnol,appliances.environment.vacuum,jessnail,21.43,169.45.248.176-10.42.0.42-5222-55069-6,ca450da1-f776-4d97-9755-5fe7991d70e4,appliances,environment,vacuum,1,1
2022-12-20 01:11:26+09,cart,Female,5854574,l47noshz,appliances.environment.vacuum,jessnail,21.43,239.255.255.250-10.42.0.1-1900-52548-17,ca450da1-f776-4d97-9755-5fe7991d70e4,appliances,environment,vacuum,0,0
2022-12-20 01:12:41+09,view,Female,5856191,xgc54wtn,appliances.environment.vacuum,runail,24.44,172.217.12.142-10.42.0.151-443-36460-6,79bbcb31-2f3a-4f7c-a921-6b8b1ee87907,appliances,environment,vacuum,0,0
2022-12-20 01:13:22+09,view,Male,5861761,m0waducs,appliances.environment.vacuum,emil,48.41,203.205.158.53-10.42.0.42-80-50110-6,79bbcb31-2f3a-4f7c-a921-6b8b1ee87907,appliances,environment,vacuum,1,1
2022-12-20 01:13:28+09,view,Female,5810083,5oyuwnit,appliances.environment.vacuum,irisk,24.6,10.42.0.1-10.42.0.42-53-19806-17,79bbcb31-2f3a-4f7c-a921-6b8b1ee87907,appliances,environment,vacuum,0,0
2022-12-20 01:14:46+09,view,Female,5896187,udvss9ra,appliances.environment.vacuum,jessnail,63.33,182.22.24.124-10.42.0.211-443-33026-6,1ab0ec6a-23c3-4868-a2d6-282f1194b36d,appliances,environment,vacuum,0,0
2022-12-20 01:14:48+09,remove_from_cart,Male,5861761,svza32uj,appliances.environment.vacuum,emil,48.41,10.42.0.151-10.42.0.1-19199-53-17,79bbcb31-2f3a-4f7c-a921-6b8b1ee87907,appliances,environment,vacuum,1,1
2022-12-20 01:14:59+09,cart,Female,5856191,nfdgx0ye,appliances.environment.vacuum,runail,24.44,182.22.24.124-10.42.0.211-443-38524-6,79bbcb31-2f3a-4f7c-a921-6b8b1ee87907,appliances,environment,vacuum,0,0
2022-12-20 01:15:00+09,view,Male,5856191,9i0a9beo,appliances.environment.vacuum,runail,24.44,220.170.182.31-10.42.0.151-443-58199-6,79bbcb31-2f3a-4f7c-a921-6b8b1ee87907,appliances,environment,vacuum,1,1
2022-12-20 01:19:06+09,view,Female,10091,e7g3c8t2,furniture.bathroom.bath,Not defined,13.89,10.42.0.211-10.42.0.1-32937-53-17,655a4d1f-809e-4955-a574-9590cd7a0fa2,furniture,bathroom,bath,0,0
2022-12-20 01:19:51+09,view,Male,5856184,0n52x2z7,furniture.bathroom.bath,runail,46.43,175.100.207.206-10.42.0.211-80-35490-6,551cd152-bad3-4896-95bd-a7e3358d9dcc,furniture,bathroom,bath,1,1
2022-12-20 01:21:18+09,view,Female,5774248,ixem36s5,furniture.living_room.cabinet,Not defined,79.35,10.42.0.211-52.84.40.205-47597-443-6,bc509e0e-4b66-4501-ad5b-dca29ba59a5f,furniture,living_room,cabinet,0,0
2022-12-20 01:24:14+09,purchase,Female,5855513,lu0tni6a,appliances.environment.vacuum,max,9.52,172.217.10.106-10.42.0.211-443-49680-6,72ea1900-622d-4898-ba3b-df9f1ed3d827,appliances,environment,vacuum,0,0
2022-12-20 01:25:17+09,view,Male,5713294,q92unteg,appliances.personal.hair_cutter,Not defined,57.14,10.42.0.42-52.88.110.117-57651-443-6,9722ff2d-37fd-4801-a3a5-1c08a5371d65,appliances,personal,hair_cutter,1,1
2022-12-20 01:25:29+09,view,Female,5809118,7z7zxcm2,appliances.personal.hair_cutter,jaguar,89.16,202.77.129.150-10.42.0.42-80-44599-6,5a671e79-8ddc-6e34-0693-9e518b20fae1,appliances,personal,hair_cutter,0,0
2022-12-20 01:30:34+09,cart,Male,5810083,e9rt7z8d,appliances.environment.vacuum,irisk,24.6,172.217.12.195-10.42.0.151-443-46374-6,b6fbb614-e9a8-4288-ab4d-a46dd413af80,appliances,environment,vacuum,1,1
2022-12-20 01:32:29+09,view,Male,5855508,umttnp1g,appliances.environment.vacuum,max,95.08,239.255.255.250-10.42.0.42-1900-60910-17,c5f0886b-ee2c-4e0f-9eae-cd88d0ce5e06,appliances,environment,vacuum,1,1
2022-12-20 01:42:54+09,view,Female,5856191,kwow6bsv,appliances.environment.vacuum,runail,24.44,10.42.0.211-31.13.80.5-37245-443-6,d9a8a586-5d61-433e-91ef-dab9281dd3e0,appliances,environment,vacuum,0,0
2022-12-20 01:44:28+09,view,Male,5856192,cetnn3oa,appliances.environment.vacuum,runail,24.44,172.217.10.244-10.42.0.211-443-43010-6,d9a8a586-5d61-433e-91ef-dab9281dd3e0,appliances,environment,vacuum,1,1
2022-12-20 01:45:00+09,view,Female,5856192,qmyb365g,appliances.environment.vacuum,runail,24.44,10.42.0.151-63.250.200.101-49614-443-6,d9a8a586-5d61-433e-91ef-dab9281dd3e0,appliances,environment,vacuum,0,0
2022-12-20 01:46:14+09,purchase,Female,5885588,0n6lv1px,appliances.environment.vacuum,polarus,79.21,10.42.0.211-54.239.29.0-46537-443-6,668f02ae-f645-199b-0199-baeaa92143b6,appliances,environment,vacuum,0,0
2022-12-20 01:48:07+09,view,Male,5746846,112im0u2,furniture.bathroom.bath,irisk,52.7,180.149.136.194-10.42.0.211-80-52250-6,7653f1e1-3916-49d3-972b-ac5c7f66a35d,furniture,bathroom,bath,1,1
2022-12-20 01:49:57+09,view,Male,5877462,1n9w7bbp,appliances.environment.vacuum,jessnail,21.43,180.149.138.210-10.42.0.42-80-53669-6,f8e11afd-3d33-4a4b-9fe4-1fd766b1e75b,appliances,environment,vacuum,1,1
2022-12-20 01:50:16+09,cart,Male,5746846,x50tvq3a,furniture.bathroom.bath,irisk,52.7,10.42.0.211-10.42.0.1-42335-53-17,7653f1e1-3916-49d3-972b-ac5c7f66a35d,furniture,bathroom,bath,1,1
2022-12-20 01:50:28+09,view,Female,5877462,etmhbrfe,appliances.environment.vacuum,jessnail,21.43,10.42.0.151-119.146.74.34-42485-80-6,f8e11afd-3d33-4a4b-9fe4-1fd766b1e75b,appliances,environment,vacuum,0,0
2022-12-20 01:50:39+09,view,Male,5748490,okryb7ea,appliances.environment.vacuum,Not defined,26.97,172.217.11.46-10.42.0.151-443-54170-6,f8e11afd-3d33-4a4b-9fe4-1fd766b1e75b,appliances,environment,vacuum,1,1
2022-12-20 01:51:01+09,view,Male,89343,l2r0rlo0,furniture.living_room.cabinet,Not defined,299.81,10.42.0.1-10.42.0.42-53-47991-17,61897c7f-a56f-48f8-8fe7-98837cb88ce8,furniture,living_room,cabinet,1,1
2022-12-20 01:51:05+09,cart,Female,89343,l1vpthj5,furniture.living_room.cabinet,Not defined,299.81,10.42.0.151-104.244.42.66-39960-443-6,61897c7f-a56f-48f8-8fe7-98837cb88ce8,furniture,living_room,cabinet,0,0
2022-12-20 01:51:26+09,view,Male,5810082,ri8dy54e,appliances.environment.vacuum,irisk,24.6,220.181.7.190-10.42.0.151-443-50179-6,f8e11afd-3d33-4a4b-9fe4-1fd766b1e75b,appliances,environment,vacuum,1,1
2022-12-20 01:51:46+09,view,Female,5823935,21stahui,appliances.environment.vacuum,polarus,53.81,203.205.179.170-10.42.0.211-80-56278-6,f8e11afd-3d33-4a4b-9fe4-1fd766b1e75b,appliances,environment,vacuum,0,0
2022-12-20 01:52:28+09,remove_from_cart,Male,89343,2ggyz30b,furniture.living_room.cabinet,Not defined,299.81,10.42.0.1-10.42.0.42-53-64151-17,61897c7f-a56f-48f8-8fe7-98837cb88ce8,furniture,living_room,cabinet,1,1
2022-12-20 01:52:26+09,view,Male,5877459,n8fwy791,appliances.environment.vacuum,jessnail,21.43,10.42.0.151-10.42.0.1-5006-53-17,213367cf-13ec-418a-b61f-0a58d9c5b21d,appliances,environment,vacuum,1,1
2022-12-20 01:52:42+09,view,Male,5854573,ghcbttba,appliances.environment.vacuum,jessnail,46.83,172.217.10.238-10.42.0.42-443-37923-6,f8e11afd-3d33-4a4b-9fe4-1fd766b1e75b,appliances,environment,vacuum,1,1
2022-12-20 01:53:13+09,cart,Female,89343,l2fq6boh,furniture.living_room.cabinet,Not defined,299.81,203.205.158.61-10.42.0.211-80-44729-6,61897c7f-a56f-48f8-8fe7-98837cb88ce8,furniture,living_room,cabinet,0,0
2022-12-20 01:53:06+09,view,Male,5855509,27mqgts7,appliances.environment.vacuum,max,95.08,10.42.0.211-103.7.30.118-39224-80-6,f8e11afd-3d33-4a4b-9fe4-1fd766b1e75b,appliances,environment,vacuum,1,1
2022-12-20 01:53:18+09,cart,Male,89343,wesrv44a,furniture.living_room.cabinet,Not defined,299.81,10.42.0.1-10.42.0.42-53-22106-17,61897c7f-a56f-48f8-8fe7-98837cb88ce8,furniture,living_room,cabinet,1,1
2022-12-20 01:53:20+09,remove_from_cart,Female,89343,nw71tcp4,furniture.living_room.cabinet,Not defined,299.81,220.181.7.190-10.42.0.211-443-37339-6,61897c7f-a56f-48f8-8fe7-98837cb88ce8,furniture,living_room,cabinet,0,0
2022-12-20 01:54:42+09,remove_from_cart,Female,5748491,6wdwrttn,appliances.environment.vacuum,Not defined,28.56,10.42.0.211-72.21.206.53-52568-443-6,5462eb9e-cecc-4c8e-ac06-e9a4b572f870,appliances,environment,vacuum,0,0
2022-12-20 01:54:43+09,remove_from_cart,Male,8098,fcxsv352,appliances.environment.vacuum,Not defined,1.11,203.130.53.126-10.42.0.211-80-53601-6,5462eb9e-cecc-4c8e-ac06-e9a4b572f870,appliances,environment,vacuum,1,1
2022-12-20 02:02:04+09,view,Female,10091,2mtq5kyn,furniture.bathroom.bath,Not defined,13.89,182.22.25.124-10.42.0.211-443-51741-6,cea1d153-0849-41dd-a58c-31dcc683ec25,furniture,bathroom,bath,0,0
2022-12-20 02:03:31+09,view,Male,5855510,7826g63s,appliances.environment.vacuum,max,95.08,10.42.0.42-104.192.110.245-36020-80-6,eeeeacfd-e426-447f-9f29-76e108c5e8e8,appliances,environment,vacuum,1,1
2022-12-20 02:03:43+09,view,Male,5746846,14i38xtt,furniture.bathroom.bath,irisk,52.7,172.217.10.131-10.42.0.151-443-57607-6,0a93bdc0-e8ad-4b30-aff4-a07247fdf2e2,furniture,bathroom,bath,1,1
2022-12-20 02:06:41+09,view,Female,5896431,2ns15472,appliances.environment.vacuum,jessnail,53.17,172.217.12.163-10.42.0.42-443-48275-6,1769c87b-caa2-4fda-8922-86315c3af6af,appliances,environment,vacuum,0,0
2022-12-20 02:12:16+09,cart,Male,5746974,eufdzgp2,furniture.bathroom.bath,irisk,52.7,180.149.136.194-10.42.0.211-80-50595-6,c62e074e-3007-4082-820f-de3d99701f7b,furniture,bathroom,bath,1,1
2022-12-20 02:12:16+09,view,Male,5746848,h8ahn8fw,furniture.bathroom.bath,irisk,54.76,10.42.0.211-10.42.0.1-42880-53-17,7816e134-0722-471d-9494-8fec1c1191bf,furniture,bathroom,bath,1,1
2022-12-20 02:12:50+09,view,Male,5746974,emrwcx0m,furniture.bathroom.bath,irisk,52.7,222.73.28.96-10.42.0.151-80-55803-6,c62e074e-3007-4082-820f-de3d99701f7b,furniture,bathroom,bath,1,1
2022-12-20 02:17:00+09,view,Female,5877462,rq8r7xkx,appliances.environment.vacuum,jessnail,21.43,10.42.0.211-72.21.206.121-37306-443-6,f4bc9b8e-afd3-40d3-8bef-d1d6d62324e4,appliances,environment,vacuum,0,0
2022-12-20 02:26:45+09,view,Male,5810083,47d0wl98,appliances.environment.vacuum,irisk,24.6,209.10.120.26-10.42.0.211-80-39867-6,81e9caa9-f0b8-4242-afc4-b167044fb217,appliances,environment,vacuum,1,1
2022-12-20 02:27:10+09,view,Female,5748491,hi38itc9,appliances.environment.vacuum,Not defined,28.56,172.217.3.106-10.42.0.151-443-44800-6,0d31d440-c639-4a08-97f5-b566a27baccc,appliances,environment,vacuum,0,0
2022-12-20 02:27:23+09,view,Female,5748490,k05cdqlw,appliances.environment.vacuum,Not defined,26.97,10.42.0.211-104.244.43.3-40772-443-6,82ac5cb6-090f-4f8a-97cc-1cc02dfaafd9,appliances,environment,vacuum,0,0
2022-12-20 02:28:29+09,view,Male,5810083,2zbm4iwn,appliances.environment.vacuum,irisk,24.6,172.217.10.132-10.42.0.211-443-46084-6,c251db15-ba1b-48ea-a5b6-0ed8a8b98d02,appliances,environment,vacuum,1,1
2022-12-20 02:46:52+09,remove_from_cart,Female,5810082,87d7gzgb,appliances.environment.vacuum,irisk,24.6,10.42.0.211-10.42.0.1-43293-53-17,14d2ef24-0547-4623-8a11-f23e780b13b4,appliances,environment,vacuum,0,0
2022-12-20 02:52:27+09,view,Male,5395,spo1lzyo,appliances.environment.vacuum,runail,30.95,10.42.0.151-10.42.0.1-55801-53-17,4098d6dd-b54a-44d1-ba5d-99ab4bbb2a89,appliances,environment,vacuum,1,1
2022-12-20 02:54:36+09,view,Male,5395,adf5ttfd,appliances.environment.vacuum,runail,30.95,172.217.12.206-10.42.0.151-443-38533-6,4098d6dd-b54a-44d1-ba5d-99ab4bbb2a89,appliances,environment,vacuum,1,1
2022-12-20 02:55:31+09,view,Male,5855508,y4uo7o8g,appliances.environment.vacuum,max,95.08,182.22.24.124-10.42.0.211-443-38562-6,60174c17-dd36-4b4e-adc5-d56746dfa7cf,appliances,environment,vacuum,1,1
2022-12-20 02:56:18+09,view,Female,5884577,sdij1d90,appliances.environment.vacuum,max,47.46,10.42.0.151-119.146.74.31-40325-443-6,4098d6dd-b54a-44d1-ba5d-99ab4bbb2a89,appliances,environment,vacuum,0,0
2022-12-20 03:20:52+09,view,Male,5855508,6lngz7y1,appliances.environment.vacuum,max,95.08,10.42.0.211-64.71.142.124-55663-443-6,39c1e38f-d111-45d4-b18c-5fa2253e9644,appliances,environment,vacuum,1,1
2022-12-20 03:22:49+09,view,Male,5855507,0g7wy4yw,appliances.environment.vacuum,max,79.21,183.79.250.123-10.42.0.211-443-60631-6,cad0c02c-3103-4de2-a046-3e8f647bbdf9,appliances,environment,vacuum,1,1
2022-12-20 03:23:58+09,cart,Female,5885290,uz8tatz5,appliances.environment.vacuum,max,1.98,10.42.0.211-10.42.0.1-50342-53-17,60174c17-dd36-4b4e-adc5-d56746dfa7cf,appliances,environment,vacuum,0,0
2022-12-20 03:24:01+09,cart,Female,5885290,atsuh8e2,appliances.environment.vacuum,max,1.98,172.217.12.131-10.42.0.151-443-57242-6,60174c17-dd36-4b4e-adc5-d56746dfa7cf,appliances,environment,vacuum,0,0
2022-12-20 03:24:03+09,cart,Female,5885290,h9hjslvb,appliances.environment.vacuum,max,1.98,172.217.6.195-10.42.0.42-443-40395-6,60174c17-dd36-4b4e-adc5-d56746dfa7cf,appliances,environment,vacuum,0,0
2022-12-20 03:24:04+09,cart,Female,5885290,7k36owrf,appliances.environment.vacuum,max,1.98,172.217.10.78-10.42.0.151-443-58564-17,60174c17-dd36-4b4e-adc5-d56746dfa7cf,appliances,environment,vacuum,0,0
2022-12-20 03:24:25+09,view,Female,5854573,4coivpn7,appliances.environment.vacuum,jessnail,46.83,10.42.0.211-106.11.92.1-43395-443-6,4d0ccd12-0983-4c21-9639-7b4ae39b7829,appliances,environment,vacuum,0,0
2022-12-20 03:24:42+09,view,Female,5856191,xn59h5d0,appliances.environment.vacuum,runail,24.44,10.42.0.42-123.125.115.164-39497-443-6,4d0ccd12-0983-4c21-9639-7b4ae39b7829,appliances,environment,vacuum,0,0
2022-12-20 03:25:36+09,view,Male,5854573,qqmmyt77,appliances.environment.vacuum,jessnail,46.83,10.42.0.211-52.84.145.46-34467-443-6,4d0ccd12-0983-4c21-9639-7b4ae39b7829,appliances,environment,vacuum,1,1
2022-12-20 03:25:50+09,view,Male,5810082,chpxl0uw,appliances.environment.vacuum,irisk,24.6,10.42.0.211-54.230.38.30-52470-443-6,82b2b09c-0276-4e1a-81ec-82523fad3603,appliances,environment,vacuum,1,1
2022-12-20 03:26:33+09,view,Male,5813078,1bvsn9e8,furniture.bathroom.bath,Not defined,2.78,198.11.190.8-10.42.0.151-443-56348-6,1aa19c4c-7b8f-49a1-b3a9-8d226adde7ce,furniture,bathroom,bath,1,1
2022-12-20 03:34:42+09,purchase,Female,5746846,010vptx3,furniture.bathroom.bath,irisk,52.7,10.42.0.1-10.42.0.42-53-35219-17,6128ef69-1803-4ffd-94bd-9c8f47017a0e,furniture,bathroom,bath,0,0
2022-12-20 03:35:09+09,purchase,Female,8098,qxhujttt,appliances.environment.vacuum,Not defined,1.11,10.42.0.211-66.102.255.44-40616-80-6,9dafd536-0230-4526-9b30-56ef5c0138b3,appliances,environment,vacuum,0,0
2022-12-20 03:35:09+09,purchase,Male,5854574,5c91xnhz,appliances.environment.vacuum,jessnail,21.43,10.42.0.151-66.198.24.243-37199-80-6,9dafd536-0230-4526-9b30-56ef5c0138b3,appliances,environment,vacuum,1,1
2022-12-20 03:36:37+09,remove_from_cart,Male,89343,fjnhoai4,furniture.living_room.cabinet,Not defined,299.81,203.130.53.126-10.42.0.211-80-55057-6,e8bf401b-afbc-4b49-b15c-5b80715ecc71,furniture,living_room,cabinet,1,1
2022-12-20 03:37:21+09,cart,Male,89343,a5x8bmfr,furniture.living_room.cabinet,Not defined,299.81,10.42.0.42-72.21.206.53-45580-443-6,e8bf401b-afbc-4b49-b15c-5b80715ecc71,furniture,living_room,cabinet,1,1
2022-12-20 03:37:22+09,view,Female,5884579,xsfh0wkt,appliances.environment.vacuum,max,63.33,10.42.0.211-112.80.248.187-33111-80-6,55fb274d-d81e-4114-80ba-cbd80b3ff33b,appliances,environment,vacuum,0,0
2022-12-20 03:39:15+09,view,Male,5774248,qyf59ghf,furniture.living_room.cabinet,Not defined,79.35,10.42.0.151-10.42.0.1-6621-53-17,e8bf401b-afbc-4b49-b15c-5b80715ecc71,furniture,living_room,cabinet,1,1
2022-12-20 03:51:18+09,view,Female,5854579,ophojm43,appliances.environment.vacuum,jessnail,5.71,172.217.10.106-10.42.0.151-443-40493-6,72af7050-60b7-419e-b506-0504797785e3,appliances,environment,vacuum,0,0
2022-12-20 03:51:31+09,view,Female,5861764,3uvnoahj,appliances.environment.vacuum,emil,1.43,172.217.10.110-10.42.0.151-443-39330-6,72af7050-60b7-419e-b506-0504797785e3,appliances,environment,vacuum,0,0
2022-12-20 03:55:04+09,view,Female,5774248,code9hzz,furniture.living_room.cabinet,Not defined,79.35,172.217.10.99-10.42.0.151-443-54767-6,de185949-3fef-45cc-802b-ba260e8fe032,furniture,living_room,cabinet,0,0
2022-12-20 03:54:59+09,view,Male,5884577,4s6vxmy7,appliances.environment.vacuum,max,47.46,172.217.10.110-10.42.0.151-443-33908-6,64b12de2-d29c-4179-8923-4a11eb12b81d,appliances,environment,vacuum,1,1
2022-12-20 03:55:16+09,view,Male,5861764,ayjud479,appliances.environment.vacuum,emil,1.43,10.42.0.1-10.42.0.42-53-13984-17,72af7050-60b7-419e-b506-0504797785e3,appliances,environment,vacuum,1,1
2022-12-20 03:55:28+09,view,Female,5861764,kk2zu9gq,appliances.environment.vacuum,emil,1.43,10.42.0.211-47.88.68.21-57258-443-6,72af7050-60b7-419e-b506-0504797785e3,appliances,environment,vacuum,0,0
2022-12-20 03:55:45+09,view,Male,5885588,j99cgsjt,appliances.environment.vacuum,polarus,79.21,10.42.0.211-10.42.0.1-19647-53-17,cad0c02c-3103-4de2-a046-3e8f647bbdf9,appliances,environment,vacuum,1,1
2022-12-20 03:56:06+09,view,Female,5861764,xqqn1t4e,appliances.environment.vacuum,emil,1.43,172.217.12.206-10.42.0.151-443-33781-6,72af7050-60b7-419e-b506-0504797785e3,appliances,environment,vacuum,0,0
2022-12-20 03:56:37+09,view,Male,5855512,46lxtujx,appliances.environment.vacuum,max,2.38,10.42.0.42-62.138.0.117-39401-80-6,72af7050-60b7-419e-b506-0504797785e3,appliances,environment,vacuum,1,1
2022-12-20 03:56:38+09,view,Male,5856191,a6xrs0jy,appliances.environment.vacuum,runail,24.44,10.42.0.211-10.42.0.1-20596-53-17,5cd1351a-59b1-4471-83d3-88cb39e149a5,appliances,environment,vacuum,1,1
2022-12-20 03:57:25+09,view,Female,5861764,fmbk0843,appliances.environment.vacuum,emil,1.43,10.42.0.211-10.42.0.1-52551-53-17,72af7050-60b7-419e-b506-0504797785e3,appliances,environment,vacuum,0,0
2022-12-20 03:58:03+09,view,Male,5885591,hmspvp6l,appliances.environment.vacuum,polarus,72.22,10.42.0.211-10.42.0.1-38224-53-17,78bddffa-40e2-47a5-8c2f-0ae1274c1743,appliances,environment,vacuum,1,1
2022-12-20 03:58:26+09,cart,Female,5861764,bqbxjofk,appliances.environment.vacuum,emil,1.43,203.205.158.55-10.42.0.211-80-55603-6,72af7050-60b7-419e-b506-0504797785e3,appliances,environment,vacuum,0,0
2022-12-20 03:58:31+09,view,Female,5885591,vyayyk50,appliances.environment.vacuum,polarus,72.22,172.217.11.10-10.42.0.42-443-52567-6,35ac356f-ec5a-4627-a15d-9777ff8eae15,appliances,environment,vacuum,0,0
2022-12-20 03:58:35+09,view,Male,5855512,h2t93wkt,appliances.environment.vacuum,max,2.38,172.217.10.78-10.42.0.151-443-34443-6,72af7050-60b7-419e-b506-0504797785e3,appliances,environment,vacuum,1,1
2022-12-20 03:59:01+09,view,Male,5861764,z0qzgu5m,appliances.environment.vacuum,emil,1.43,162.208.22.39-10.42.0.211-443-52724-6,72af7050-60b7-419e-b506-0504797785e3,appliances,environment,vacuum,1,1
2022-12-20 03:59:32+09,view,Female,89343,ymmcz358,furniture.living_room.cabinet,Not defined,299.81,10.42.0.151-10.42.0.1-46920-53-17,134c95eb-f4d0-47d2-8ce8-d50af53424a1,furniture,living_room,cabinet,0,0
2022-12-20 04:07:53+09,view,Male,5906095,xk77u4g0,furniture.living_room.cabinet,Not defined,19.05,172.217.6.206-10.42.0.151-443-57572-6,3bc05498-6cd8-4e0a-86ad-144d64ae8236,furniture,living_room,cabinet,1,1
2022-12-20 04:07:54+09,view,Male,5906095,ngm3sj1n,furniture.living_room.cabinet,Not defined,19.05,10.42.0.151-10.42.0.1-48017-53-17,b8cb50cb-7d1b-4ac7-bd1e-2079a39e44e9,furniture,living_room,cabinet,1,1
2022-12-20 04:16:11+09,view,Female,5861761,07amiydg,appliances.environment.vacuum,emil,48.41,10.42.0.211-10.42.0.1-18582-53-17,184d8c85-2db3-4180-a18d-0ddd471082b5,appliances,environment,vacuum,0,0
